PortfolioId;Date;Security;ISIN;Bloomberg;SecurityCcy;Quantity;Price;ValueSecurityCcy;ValueAccountCcy;AccountCcy;AccruedInterest
0000180491Q;02/03/2023;;;;;0.00000;0.00000;0.00;0;CHF;0.00
0000180491Q;02/03/2023;;;;;0.00000;0.00000;0.00;277807.51;EUR;0.00
0000180491Q;02/03/2023;;;;;0.00000;0.00000;0.00;0;GBP;0.00
0000180491Q;02/03/2023;;;;;0.00000;0.00000;0.00;0;JPY;0.00
0000180491Q;02/03/2023;;;;;0.00000;0.00000;0.00;0;NOK;0.00
0000180491Q;02/03/2023;;;;;0.00000;0.00000;0.00;0;SEK;0.00
0000180491Q;02/03/2023;;;;;0.00000;0.00000;0.00;306.97;USD;0.00
0000180491Q;02/03/2023;ORTALGOS INVESTISSEMENT;FR0000296774;;EUR;11.00000;4894.19000;53836.09;53836.09;EUR;0.00
0000180491Q;02/03/2023;ORTALGOS INVESTISSEMENT;FR0000296774;;EUR;11.00000;4894.19000;53836.09;53836.09;EUR;0.00
0000180491Q;02/03/2023;ORTALGOS SIDE POCKET;FR0010900043;;EUR;11.00000;0.01000;0.11;0.11;EUR;0.00
0000180491Q;02/03/2023;ORTALGOS SIDE POCKET;FR0010900043;;EUR;11.00000;0.01000;0.11;0.11;EUR;0.00
0000180491Q;02/03/2023;MONTJOIE INVESTISSEMENTS FIA;FR0012117471;;EUR;170.00000;1248.07000;212171.90;212171.9;EUR;0.00
0000180491Q;02/03/2023;MONTJOIE INVESTISSEMENTS FIA;FR0012117471;;EUR;170.00000;1248.07000;212171.90;212171.9;EUR;0.00
0000180491Q;02/03/2023;MONTJOLY INVESTISSEMENTS;LU1473434931;RMOINBE LX Equity;EUR;170.00000;3618.12000;615080.40;615080.4;EUR;0.00
0000180491Q;02/03/2023;MONTJOLY INVESTISSEMENTS;LU1473434931;RMOINBE LX Equity;EUR;170.00000;3618.12000;615080.40;615080.4;EUR;0.00
0000180491Q;02/03/2023;MASSENA CREDIT II (INDIGO) - A1;FR0013352804;;EUR;500.00000;846.59000;423295.00;423295;EUR;0.00
0000180491Q;02/03/2023;FIVE ARROWS PRINCIPAL INVESTMENTS III;FR0013355401;;EUR;8000.00000;95.37100;762968.00;762968;EUR;0.00
0000180491Q;02/03/2023;ACTIONS ENERGIE RENDEMENT;FR0013459849;ZQ707104@NXED Corp;EUR;610000.00000;111.99000;683139.00;683139;EUR;0.00
0000180491Q;02/03/2023;LISTED PRIVATE EQUITY;FR001400AZZ3;BX096675@NXED Corp;EUR;590000.00000;114.63000;676317.00;676317;EUR;0.00
0000180491Q;02/03/2023;LUXALPHA SICAV AMERICAN SELECTION B;LU0185941027;;EUR;3007.00000;0.00000;0.00;0;EUR;0.00
0000180491Q;02/03/2023;LUXALPHA SICAV AMERICAN SELECTION B;LU0185941027;;EUR;3007.00000;0.00000;0.00;0;EUR;0.00
0000180491Q;02/03/2023;REAL ESTATE OPP. FD I LP;LU1311586298;;EUR;2500000.00000;0.34000;850000.00;850000;EUR;0.00
0000180491Q;02/03/2023;MASSENA OPPORTUNITY MILLESIME 1-A;LU1438278951;;EUR;650000.00000;0.15000;97500.00;97500;EUR;0.00
0000180491Q;02/03/2023;ESSLING CO-INVEST 2 - A2;LU1697836242;;EUR;1301798.91000;0.76000;989367.17;989367.17;EUR;0.00
0000180491Q;02/03/2023;GLOBAL EQUITY FLEX (ATHYMIS GESTION);LU1815010902;PARGEBR LX Equity;EUR;2920.60800;1243.26000;3631075.10;3631075.1;EUR;0.00
0000180491Q;02/03/2023;SPAIN RECOVERY FIAR - A;LU1923735655;;EUR;6500.00000;68.83000;447395.00;447395;EUR;0.00
0000180491Q;02/03/2023;ESSLING CO-INVEST 3 FF - A2;LU1985103511;;EUR;558682.65000;1.31000;731874.27;731874.27;EUR;0.00
0000180491Q;02/03/2023;POWERHOUSE - Part A;MAS_PE_30;;EUR;25000.00000;1.71000;42750.00;42750;EUR;0.00
0000180491Q;02/03/2023;TERRA MAGNA CAPITAL I - ACTION A;MAS_PE_36;;USD;15003.34000;46.10000;691653.97;652644.69;EUR;0.00
0000180491Q;02/03/2023;AXA EXPANSION FUND II;FR0010394387;;EUR;30000.00000;0.55820;16746.00;16746;EUR;0.00
0000180491Q;02/03/2023;IDI EMERGING MARKET;UL00IDIEMERG;;EUR;215743.00000;0.40025;86351.14;86351.14;EUR;0.00
0000180590E;02/03/2023;;;;;0.00000;0.00000;0.00;0;CHF;0.00
0000180590E;02/03/2023;;;;;0.00000;0.00000;0.00;0;EUR;0.00
0000180590E;02/03/2023;;;;;0.00000;0.00000;0.00;0;GBP;0.00
0000180590E;02/03/2023;;;;;0.00000;0.00000;0.00;0;JPY;0.00
0000180590E;02/03/2023;;;;;0.00000;0.00000;0.00;0;SGD;0.00
0000180590E;02/03/2023;;;;;0.00000;0.00000;0.00;0;USD;0.00
0000180590E;02/03/2023;;;;;0.00000;0.00000;0.00;0;EUR;0.00
0000180590E;02/03/2023;;;;;0.00000;0.00000;0.00;0;EUR;0.00
0000468840Y;02/03/2023;;;;;0.00000;0.00000;0.00;4517.85;CAD;0.00
0000468840Y;02/03/2023;;;;;0.00000;0.00000;0.00;17048.06;CHF;0.00
0000468840Y;02/03/2023;;;;;0.00000;0.00000;0.00;0;DKK;0.00
0000468840Y;02/03/2023;;;;;0.00000;0.00000;0.00;809493.41;EUR;0.00
0000468840Y;02/03/2023;;;;;0.00000;0.00000;0.00;1.89;GBP;0.00
0000468840Y;02/03/2023;;;;;0.00000;0.00000;0.00;0;JPY;0.00
0000468840Y;02/03/2023;;;;;0.00000;0.00000;0.00;0;NOK;0.00
0000468840Y;02/03/2023;;;;;0.00000;0.00000;0.00;0;PLN;0.00
0000468840Y;02/03/2023;;;;;0.00000;0.00000;0.00;0;SEK;0.00
0000468840Y;02/03/2023;;;;;0.00000;0.00000;0.00;325.55;USD;0.00
0000468840Y;02/03/2023;ALSTOM SA;FR0010220475;ALO FP Equity;EUR;13484.00000;27.58000;371888.72;371888.72;EUR;0.00
0000468840Y;02/03/2023;ABIBB 2 1/4 05/24/29;BE6295393936;AN612976 Corp;GBP;300000.00000;87.07500;261225.00;294478.94;EUR;5289.04
0000468840Y;02/03/2023;CANADIAN PACIFIC RAILWAY LTD;CA13645T1003;CP CT Equity;CAD;795.00000;106.35000;84548.25;58518.97;EUR;0.00
0000468840Y;02/03/2023;NESTLE NOM.;CH0038863350;NESN SW Equity;CHF;1624.00000;107.74000;174969.76;175208.04;EUR;0.00
0000468840Y;02/03/2023;UBS AG PORTFOLIO Z 12.12.25;CH0410027491;AW071941 Corp;EUR;1730.00000;210.97000;364978.10;364978.1;EUR;0.00
0000468840Y;02/03/2023;ALCON INC;CH0432492467;ALC SW Equity;CHF;2590.00000;63.82000;165293.80;165518.91;EUR;0.00
0000468840Y;02/03/2023;CS 0.65 09/10/29;CH0494734418;ZR441331 Corp;EUR;200000.00000;67.28500;134570.00;134570;EUR;630.41
0000468840Y;02/03/2023;CER UBS 29/12/28;CH1149574571;BT193676@UBSF Corp;EUR;4988.00000;95.08000;474259.04;474259.04;EUR;0.00
0000468840Y;02/03/2023;VONOVIA SE NA;DE000A1ML7J1;VNA GR Equity;EUR;7458.00000;22.57000;168327.06;168327.06;EUR;0.00
0000468840Y;02/03/2023;PUT EURO STOXX 50 - 15/09/2023 3600;DE000C1TNB00;SX5E 09/15/23 P3600 Index;EUR;-52.00000;66.10000;0.00;0;EUR;0.00
0000468840Y;02/03/2023;PUT EURO STOXX 50 - 16/06/2023 3900;DE000C5J1T70;SX5E 06/16/23 P3900 Index;EUR;51.00000;72.10000;0.00;0;EUR;0.00
0000468840Y;02/03/2023;AIR LIQUIDE SA;FR0000120073;AI FP Equity;EUR;1289.00000;149.56000;192782.84;192782.84;EUR;0.00
0000468840Y;02/03/2023;CARREFOUR SA;FR0000120172;CA FP Equity;EUR;10764.00000;18.13000;195151.32;195151.32;EUR;0.00
0000468840Y;02/03/2023;TOTALENERGIES;FR0000120271;TTE FP Equity;EUR;1492.00000;59.12000;88207.04;88207.04;EUR;0.00
0000468840Y;02/03/2023;L'OREAL;FR0000120321;OR FP Equity;EUR;491.00000;378.35000;185769.85;185769.85;EUR;0.00
0000468840Y;02/03/2023;BOUYGUES SA;FR0000120503;EN FP Equity;EUR;6181.00000;32.62000;201624.22;201624.22;EUR;0.00
0000468840Y;02/03/2023;LVMH MOET VUITTON;FR0000121014;MC FP Equity;EUR;234.00000;804.30000;188206.20;188206.2;EUR;0.00
0000468840Y;02/03/2023;ESSILOR INTERNATIONAL SA;FR0000121667;EL FP Equity;EUR;1091.00000;162.85000;177669.35;177669.35;EUR;0.00
0000468840Y;02/03/2023;SCHNEIDER ELECTRIC;FR0000121972;SU FP Equity;EUR;1277.00000;153.08000;195483.16;195483.16;EUR;0.00
0000468840Y;02/03/2023;SOCIETE GENERALE;FR0000130809;GLE FP Equity;EUR;7536.00000;26.48500;199590.96;199590.96;EUR;0.00
0000468840Y;02/03/2023;BNP PAR MONEY 3M ACTI I CLAS C;FR0000287716;CARARBI FP Equity;EUR;65.00000;23027.37000;1496779.05;1496779.05;EUR;0.00
0000468840Y;02/03/2023;MEDTRONIC;IE00BTN1Y115;MDT US Equity;USD;768.00000;82.26000;63175.68;59612.57;EUR;0.00
0000468840Y;02/03/2023;UNICREDIT SPA;IT0005239360;UCG IM Equity;EUR;10339.00000;18.63600;192677.60;192677.6;EUR;0.00
0000468840Y;02/03/2023;REPUBLIC OF IT 2 65% 22-011227;IT0005500068;BX471779 Corp;EUR;652000.00000;94.07300;613355.96;613355.96;EUR;4509.36
0000468840Y;02/03/2023;UBS CONVERT GLOBAL E-EQ;LU0358423738;UBSCNBP LX Equity;EUR;877.00000;207.41000;181898.57;181898.57;EUR;0.00
0000468840Y;02/03/2023;HSBC MSCI RUS C ETF USD;IE00B5LJZQ16;HRUD LN Equity;USD;26397.00000;0.00000;0.00;0;EUR;0.00
0000468840Y;02/03/2023;UBS IRL ETF MSCI USA 100 EUR HDG-A- PARTS EUR;IE00BD4TYG73;UBUJ GY Equity;EUR;30283.00000;30.82300;933412.91;933412.91;EUR;0.00
0000468840Y;02/03/2023;PIMCO ASIA HIGH YIELD BOND FUND - C;IE00BKT1DL55;PIHYBIH ID Equity;EUR;22877.00000;8.08000;184846.16;184846.16;EUR;0.00
0000468840Y;02/03/2023;ISHARES SMART CITY INFRASTRUCTURE UCITS USD  ACC;IE00BKTLJC87;CITY IM Equity;EUR;24397.00000;5.85800;142917.63;142917.63;EUR;0.00
0000468840Y;02/03/2023;BUTLER CREDIT OPPO FD-B P E;IE00BMVX2492;BUCOBPE ID Equity;EUR;1593.00000;113.88690;181421.83;181421.83;EUR;0.00
0000468840Y;02/03/2023;SOCGEN 0 3/4 01/25/27;FR0013479276;A28SJP Corp;EUR;300000.00000;87.09000;261270.00;261270;EUR;246.58
0000468840Y;02/03/2023;ELOFR 3 1/4 07/23/27;FR0013524865;BK472380 Corp;EUR;300000.00000;91.92200;275766.00;275766;EUR;6036.99
0000468840Y;02/03/2023;ORANOF 2 3/4 03/08/28;FR0013533031;ZO264401 Corp;EUR;300000.00000;90.88500;272655.00;272655;EUR;8204.79
0000468840Y;02/03/2023;LMDG FLOAT TO FIX I EUR;FR0013371002;LMDGAIE FP Equity;EUR;58.00000;9988.77000;579348.66;579348.66;EUR;0.00
0000468840Y;02/03/2023;LMDG DOLAN MCNIRY US 22-EURC;FR0013413309;LDM22CE FP Equity;EUR;1126.00000;111.05000;1250.42;1250.42;EUR;0.00
0000468840Y;02/03/2023;LONGCHAMP DALTON INDIA EBUH;FR0013423597;DINDEBU FP Equity;EUR;172.00000;1846.86000;317659.92;317659.92;EUR;0.00
0000468840Y;02/03/2023;BPCEGP 0 1/2 02/24/27;FR0013455540;ZQ168136 Corp;EUR;300000.00000;86.11100;258333.00;258333;EUR;41.10
0000468840Y;02/03/2023;UBIFP 0.878 11/24/27;FR0014000O87;BM625439 Corp;EUR;200000.00000;75.97600;151952.00;151952;EUR;490.72
0000468840Y;02/03/2023;KORIAN 0% 21 PERP;FR0014005AO4;BR260715 Corp;EUR;2444.00000;29.77600;72772.54;72772.54;EUR;0.00
0000468840Y;02/03/2023;OFI ENERGY STRAT MET-XLEUR;FR0014005WK6;OFESMXE FP Equity;EUR;11.00000;44822.52000;493047.72;493047.72;EUR;0.00
0000468840Y;02/03/2023;LCH DALT JA LONG UCITS I2UH;FR0013321999;DJLOI2U FP Equity;EUR;523.00000;1263.16000;660632.68;660632.68;EUR;0.00
0000468840Y;02/03/2023;UNIBAIL-RODAMCO-WESTFIELD;FR0013326246;URW NA Equity;EUR;5028.00000;57.17000;287450.76;287450.76;EUR;0.00
0000468840Y;02/03/2023;VALEO ACT;FR0013176526;FR FP Equity;EUR;9033.00000;19.74500;178356.59;178356.59;EUR;0.00
0000468840Y;02/03/2023;H2O MULTIBONDS FCP-N EUR;FR0013186707;NH20MNE FP Equity;EUR;1771.00000;169.65000;300450.15;300450.15;EUR;0.00
0000468840Y;02/03/2023;OFI FIN INV SIC-PRECIOUS MET -I-;FR0011170786;PRIMPMI FP Equity;EUR;9.00000;38249.62000;344246.58;344246.58;EUR;0.00
0000468840Y;02/03/2023;LMDG SMID CAP I EUR;FR0011316744;CCRMICI FP Equity;EUR;2517.00000;261.80000;658950.60;658950.6;EUR;0.00
0000468840Y;02/03/2023;AIRBUS GROUP;NL0000235190;AIR FP Equity;EUR;1532.00000;122.90000;188282.80;188282.8;EUR;0.00
0000468840Y;02/03/2023;ING GROEP NV;NL0011821202;INGA NA Equity;EUR;14798.00000;13.14000;194445.72;194445.72;EUR;0.00
0000468840Y;02/03/2023;STELLANTIS;NL00150001Q9;STLAP FP Equity;EUR;11342.00000;17.16800;194719.46;194719.46;EUR;0.00
0000468840Y;02/03/2023;AECOM;US00766T1007;ACM US Equity;USD;723.00000;88.31000;63848.13;60247.1;EUR;0.00
0000468840Y;02/03/2023;ALPHABET SHS -C-;US02079K1079;GOOG US Equity;USD;613.00000;92.31000;56586.03;53394.58;EUR;0.00
0000468840Y;02/03/2023;AMAZON;US0231351067;AMZN US Equity;USD;723.00000;92.13000;66609.99;62853.19;EUR;0.00
0000468840Y;02/03/2023;APPLE INC;US0378331005;AAPL US Equity;USD;401.00000;145.91000;58509.91;55209.95;EUR;0.00
0000468840Y;02/03/2023;BANK OF AMERICA CORP;US0605051046;BAC US Equity;USD;1612.00000;33.49000;53985.88;50941.08;EUR;0.00
0000468840Y;02/03/2023;CVS HEALTH CORPORATION;US1266501006;CVS US Equity;USD;606.00000;81.43000;49346.58;46563.43;EUR;0.00
0000468840Y;02/03/2023;CHEVRON CORP.;US1667641005;CVX US Equity;USD;329.00000;162.56000;53482.24;50465.84;EUR;0.00
0000468840Y;02/03/2023;WALT DISNEY;US2546871060;DIS US Equity;USD;613.00000;98.92000;60637.96;57217.98;EUR;0.00
0000468840Y;02/03/2023;MICROSOFT;US5949181045;MSFT US Equity;USD;245.00000;251.11000;61521.95;58052.11;EUR;0.00
0000468840Y;02/03/2023;MONDELEZ INTERNATIONAL INC;US6092071058;MDLZ US Equity;USD;909.00000;65.36000;59412.24;56061.39;EUR;0.00
0000468840Y;02/03/2023;NIKE - CLASSE B;US6541061031;NKE US Equity;USD;568.00000;119.58000;67921.44;64090.67;EUR;0.00
0000468840Y;02/03/2023;OWENS CORNING;US6907421019;OC US Equity;USD;666.00000;99.12000;66013.92;62290.73;EUR;0.00
0000468840Y;02/03/2023;VISA INC CLASS A;US92826C8394;V US Equity;USD;287.00000;219.06000;62870.22;59324.34;EUR;0.00
0000468840Y;02/03/2023;WELLS FARGO AND CO;US9497461015;WFC US Equity;USD;1281.00000;45.80000;58669.80;55360.82;EUR;0.00
0000468840Y;02/03/2023;GE 4 5/8 02/22/27;XS0288429532;A0LNL5 Corp;EUR;300000.00000;103.02900;309087.00;309087;EUR;456.17
0000468840Y;02/03/2023;VTRS 3 1/8 11/22/28;XS1492458044;AL280412 Corp;EUR;250000.00000;91.12100;227802.50;227802.5;EUR;2226.03
0000468840Y;02/03/2023;SOFTBK 5 04/15/28;XS1793255941;AR868839 Corp;EUR;300000.00000;88.03000;264090.00;264090;EUR;5875.00
0000468840Y;02/03/2023;CALL EURO STOXX 50 - 16/06/2023 4400;MAS_DER_53;SX5E 06/16/23 C4400 Index;EUR;40.00000;54.60000;21840.00;21840;EUR;0.00
0000468840Y;02/03/2023;TEVA 4 1/2 03/01/25;XS1813724603;AS323483 Corp;EUR;300000.00000;99.12500;297375.00;297375;EUR;187.50
0000468840Y;02/03/2023;EOFP 2 3/8 06/15/27;XS2081474046;ZQ598700 Corp;EUR;300000.00000;85.56400;256692.00;256692;EUR;1603.13
0000468840Y;02/03/2023;NGGLN 0.553 09/18/29;XS2231259305;ZO456594 Corp;EUR;200000.00000;78.88100;157762.00;157762;EUR;512.09
0000468840Y;02/03/2023;MOLHB 1 1/2 10/08/27;XS2232045463;ZO747059 Corp;EUR;250000.00000;84.70000;211750.00;211750;EUR;1530.82
0000468840Y;02/03/2023;BANK OF AMERI 1 102% 21-240532;XS2345798271;BP546638 Corp;EUR;300000.00000;76.85700;230571.00;230571;EUR;2590.45
0000468840Y;02/03/2023;LHAGR 2 7/8 05/16/27;XS2408458730;BS379378 Corp;EUR;200000.00000;88.71500;177430.00;177430;EUR;4631.51
0000468840Y;02/03/2023;NATIXIS THEMATICS SAFETY I  ACC USD;LU1923621996;TSFIAUS LX Equity;USD;693.00000;156.38000;108371.34;102259.2;EUR;0.00
0000468840Y;02/03/2023;ROBECO - GLOBAL FINTECH-D;LU1700710939;RGFIEQD LX Equity;EUR;972.00000;125.24000;121733.28;121733.28;EUR;0.00
0000468840Y;02/03/2023;ABN AMRO ARISTOTL US EQ RH EUR;LU1718324202;AAMMRHE LX Equity;EUR;1260.00000;128.98500;162521.10;162521.1;EUR;0.00
0000468840Y;02/03/2023;GOLDMAN SACHS EMERGING MARKET CORE EQ PORT I EUR;LU1731866494;GSEEIAE LX Equity;EUR;26503.00000;10.15000;269005.45;269005.45;EUR;0.00
0000468840Y;02/03/2023;PICTET CLEAN ENERGY HI EUR;LU0474968459;PICEHIE LX Equity;EUR;1217.00000;115.28000;140295.76;140295.76;EUR;0.00
0000468840Y;02/03/2023;MEMNON FUND-EUROPEAN-I EUR;LU0578133935;MEMNOIE LX Equity;EUR;1500.00000;318.13000;477195.00;477195;EUR;0.00
0000468841N;02/03/2023;;;;;0.00000;0.00000;0.00;185224.13;EUR;0.00
0000723309Z;02/03/2023;;;;;0.00000;0.00000;0.00;5688.67;EUR;0.00
0000723846M;02/03/2023;;;;;0.00000;0.00000;0.00;2655.08;USD;0.00
0000723846M;02/03/2023;;;;;0.00000;0.00000;0.00;15406.6;CHF;0.00
0000723846M;02/03/2023;;;;;0.00000;0.00000;0.00;0;DKK;0.00
0000723846M;02/03/2023;;;;;0.00000;0.00000;0.00;249958.6;EUR;0.00
0000723846M;02/03/2023;;;;;0.00000;0.00000;0.00;0;GBP;0.00
0000723846M;02/03/2023;;;;;0.00000;0.00000;0.00;0;NOK;0.00
0000723846M;02/03/2023;;;;;0.00000;0.00000;0.00;0;SEK;0.00
0000723846M;02/03/2023;;;;;0.00000;0.00000;0.00;0;SGD;0.00
0000723846M;02/03/2023;;;;;0.00000;0.00000;0.00;200000;JPY;0.00
0000723846M;02/03/2023;OSTRUM SRI CASH PLUS RC;FR0000293714;VALCXTP FP Equity;EUR;29.11700;40947.37000;1192264.57;1192264.57;EUR;0.00
0000723846M;02/03/2023;BNP PARIBAS MOIS;FR0007009808;BNPCASH FP Equity;EUR;61.00400;22851.04000;1394004.84;1394004.84;EUR;0.00
0000723846M;02/03/2023;AMUNDI CASH INSTITUT SRI-IC;FR0007435920;CLAMEON FP Equity;EUR;62.28000;10828.94000;674426.38;674426.38;EUR;0.00
0000723846M;02/03/2023;AVIVA MONÉTAIRE ISR I;FR0010815589;FINBACI FP Equity;EUR;1349.12420;1019.59000;1375553.54;1375553.54;EUR;0.00
0000723846M;02/03/2023;AMUNDI EURO LIQUIDIY - RAT SRI;FR0011408798;CLAMECE FP Equity;EUR;132.00700;9880.15500;1304249.62;1304249.62;EUR;0.00
0000723846M;02/03/2023;ACTIONS ENERGIE RENDEMENT;FR0013459849;ZQ707104@NXED Corp;EUR;1047000.00000;111.99000;1172535.30;1172535.3;EUR;0.00
0000723846M;02/03/2023;POLAR CAPITAL GLOBAL INSURANCE - PARTS I;IE00B55MWC15;PCFIIEA ID Equity;EUR;71100.00000;12.04140;856143.54;856143.54;EUR;0.00
0000723846M;02/03/2023;ISHARES CORE MSCI EUROPE - ACC - EUR;IE00B4K48X80;IMAE NA Equity;EUR;9000.00000;67.33500;606015.00;606015;EUR;0.00
0000723846M;02/03/2023;LISTED PRIVATE EQUITY;FR001400AZZ3;BX096675@NXED Corp;EUR;700000.00000;114.63000;802410.00;802410;EUR;0.00
0000723846M;02/03/2023;NEUBERGER HY BOND - I USD;IE00B12VW565;NBIUSHY ID Equity;USD;15600.00000;25.21000;393276.00;371095.23;EUR;0.00
0000723846M;02/03/2023;MS GLOBAL BRANDS Z USD;LU0360482987;MORGBRZ LX Equity;USD;14721.00000;90.92000;1338433.32;1262945.68;EUR;0.00
0000723846M;02/03/2023;PICTET SHORT TERM MONEY MARKET JPY - I;LU0309035367;PFLJPYL LX Equity;JPY;558.29385;100315.00000;56005248.00;386044.17;EUR;0.00
0000723846M;02/03/2023;ROBECO US PREM EQUI USD I;LU0226954369;RGCUPUI LX Equity;USD;3024.00000;429.21000;1297931.04;1224727.73;EUR;0.00
0000723846M;02/03/2023;PICTET FUND LUX PREM. PC;LU0217139020;PPGPMBP LX Equity;EUR;4020.00000;262.81000;1056496.20;1056496.2;EUR;0.00
0000723846M;02/03/2023;BGF WORLD GOLD FUND A2;LU0055631609;MIGGMFI LX Equity;USD;30151.00000;31.71000;956088.21;902164.83;EUR;0.00
0000723846M;02/03/2023;M&G (Lux) OPTIMAL INCOME C EUR;LU1670724704;MGOIECA LX Equity;EUR;127687.00000;9.77990;1248766.09;1248766.09;EUR;0.00
0000723846M;02/03/2023;Amundi MSCI Europe Quality Factor UCITS ETF;LU1681041890;QCEU FP Equity;EUR;6000.00000;95.76000;574560.00;574560;EUR;0.00
0000723846M;02/03/2023;AMUNDI ETF MSCI SWITZERLAND;LU1681044993;CSWC FP Equity;CHF;67200.00000;9.75000;655200.00;656092.29;EUR;0.00
0000723846M;02/03/2023;GLOBAL EQUITY FLEX (ATHYMIS GESTION);LU1815010902;PARGEBR LX Equity;EUR;950.00000;1243.26000;1181097.00;1181097;EUR;0.00
0000723846M;02/03/2023;AMUNDI FUNDS - MULTI-STRATEGY GROWTH I EUR CAPITALISATION;LU1883335835;AMGIECF LX Equity;EUR;821.00000;1498.34000;1230137.14;1230137.14;EUR;0.00
0000743910T;02/03/2023;AMUNDI FUNDS - MULTI-STRATEGY GROWTH I EUR CAPITALISATION;LU1883335835;AMGIECF LX Equity;EUR;420.93900;1498.34000;630709.74;630709.74;EUR;0.00
0000743910T;02/03/2023;AMUNDI FUNDS - PIONEER US HIGH YIELD BOND I2 EUR;LU1883863778;APUI2E2 LX Equity;EUR;163.68400;1257.23000;205788.44;205788.44;EUR;0.00
0000743910T;02/03/2023;GLOBAL EQUITY FLEX (ATHYMIS GESTION);LU1815010902;PARGEBR LX Equity;EUR;700.49300;1243.26000;870894.93;870894.93;EUR;0.00
0000743910T;02/03/2023;Amundi MSCI Europe Quality Factor UCITS ETF;LU1681041890;QCEU FP Equity;EUR;4400.00000;95.76000;421344.00;421344;EUR;0.00
0000743910T;02/03/2023;AMUNDI ETF MSCI SWITZERLAND;LU1681044993;CSWC FP Equity;CHF;20000.00000;9.75000;195000.00;195265.56;EUR;0.00
0000743910T;02/03/2023;AMUNDI MSCI EM Latin America UCITS ETF – EUR;LU1681045024;ALAT FP Equity;EUR;26450.00000;13.81410;365382.95;365382.95;EUR;0.00
0000743910T;02/03/2023;M&G (Lux) OPTIMAL INCOME C EUR;LU1670724704;MGOIECA LX Equity;EUR;66431.50300;9.77990;649693.46;649693.46;EUR;0.00
0000743910T;02/03/2023;FUNDSMITH EQUITY - PART T;LU0690375182;FSEQFTA LX Equity;EUR;10847.97000;51.19460;555357.48;555357.48;EUR;0.00
0000743910T;02/03/2023;ABERDEEN STANDARD CHINA A - PART I ACC E;LU1129205529;ABCAH2A LX Equity;EUR;31242.90700;19.00490;593768.32;593768.32;EUR;0.00
0000743910T;02/03/2023;REAL ESTATE OPP. FD I LP;LU1311586298;;EUR;635000.00000;0.34000;215900.00;215900;EUR;0.00
0000743910T;02/03/2023;PHOENIX MEMOIRE BOUYGUES;XS2263583580;;EUR;150000.00000;97.16000;145740.00;145740;EUR;0.00
0000743910T;02/03/2023;MIRCAP OPPORTUNITIES I FF - A3;LU2565407033;;EUR;286162.31000;1.00000;286162.31;286162.31;EUR;0.00
0000743910T;02/03/2023;ECI HEALTHCARE FF - A2;LU2417498511;;EUR;500000.00000;0.72000;360000.00;360000;EUR;0.00
0000743910T;02/03/2023;BGF WORLD GOLD FUND A2;LU0055631609;MIGGMFI LX Equity;USD;8454.14000;31.71000;268080.78;252961.02;EUR;0.00
0000743910T;02/03/2023;LUXALPHA SICAV AMERICAN SELECTION B;LU0185941027;;EUR;2179.10100;0.00000;0.00;0;EUR;0.00
0000743910T;02/03/2023;PICTET SHORT TERM MONEY MARKET JPY - I;LU0309035367;PFLJPYL LX Equity;JPY;562.28166;100315.00000;56405285.00;388801.63;EUR;0.00
0000743910T;02/03/2023;ROBECO BP US PREMIUM EQUITY IH  EUR;LU0320897043;RGUSIHE LX Equity;EUR;2147.01240;328.63000;705572.69;705572.69;EUR;0.00
0000743910T;02/03/2023;MS GLOBAL BRANDS Z USD;LU0360482987;MORGBRZ LX Equity;USD;10434.18700;90.92000;948676.28;895170.94;EUR;0.00
0000743910T;02/03/2023;NEUBERGER BERMAN HIGH YIELD BOND - I;IE00B12VW904;NBIHYBE ID Equity;EUR;12539.18500;16.54000;207398.12;207398.12;EUR;0.00
0000743910T;02/03/2023;LISTED PRIVATE EQUITY;FR001400AZZ3;BX096675@NXED Corp;EUR;420000.00000;114.63000;481446.00;481446;EUR;0.00
0000743910T;02/03/2023;POLAR CAPITAL GLOBAL INSURANCE - PARTS I;IE00B55MWC15;PCFIIEA ID Equity;EUR;37509.72100;12.04140;451669.55;451669.55;EUR;0.00
0000743910T;02/03/2023;ISHARES MSCI EUROPE FINANCIALS SECTOR;IE00BMW42306;ESIF GY Equity;EUR;87000.00000;7.32800;637536.00;637536;EUR;0.00
0000743910T;02/03/2023;NEUBERGER BERMAN EURO BOND ABSOLUTE RETURN - I5 Cap;IE00BGL9FP72;NBEBAI5 ID Equity;EUR;36231.88400;10.61000;384420.29;384420.29;EUR;0.00
0000743910T;02/03/2023;ACTIONS ENERGIE RENDEMENT;FR0013459849;ZQ707104@NXED Corp;EUR;515000.00000;111.99000;576748.50;576748.5;EUR;0.00
0000743910T;02/03/2023;ACTIONS ENERGIE RENDEMENT;FR0013459849;ZQ707104@NXED Corp;EUR;340000.00000;111.99000;380766.00;380766;EUR;0.00
0000743910T;02/03/2023;PHOENIX MEMOIRE BNP 03/2022 - 09/2024 9%;FR0014008NF9;BU934847@TRSP Corp;EUR;200000.00000;96.40300;192806.00;192806;EUR;0.00
0000743910T;02/03/2023;PHOENIX MEMOIRE CREDIT AGRICOLE 10/2021-03/2024 - 6.6%;FR0014005PM6;;EUR;220000.00000;101.98000;224356.00;224356;EUR;0.00
